OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
43,856,10006854,CROCKETT COUNTY JAIL,899 SOUTH CAVALIER DR,ALAMO,TN,38001,-999,(731) 696-2121,COUNTY,OPEN,50,CROCKETT,47033,USA,922140,CORRECTIONAL INSTITUTIONS,https://crockettsd.weebly.com/,3/31/2018 0:00:00,IMAGERY/OTHER,12/6/2019 0:00:00,https://www.facebook.com/Crockett-County-Sheriffs-Dept-Tennessee-144103808960801/,NOT AVAILABLE,64,0.003032975929650,{D51F6AF2-A1F6-4628-8B9C-F74A7AD3D930},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,365.651070625439445,0.003032975929647,0.000000253559468,856,Master Disposal Service Landfill,47.49,WID980820070,505166,5,Wisconsin,Brookfield,Waukesha,NPL Site,43.092781000000002,-88.163330999999999,9/8/1983 0:00:00,9/21/1984,6/19/1997,435,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633669"" target=""_blank"">WID980820070 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505166"" target=""_blank"">Master Disposal Service Landfill</a>,<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>,NA,NA,NA,No,-9814297.113560000434518,5326104.740790000185370,Active,1.800000000000000,857
44,872,10005022,BARNWELL COUNTY DETENTION CENTER,318 CALHOUN ST,BARNWELL,SC,29812,0723,(803) 541-1102,COUNTY,OPEN,-999,BARNWELL,45011,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.barnwellcountysc.us/barnwell-department-directory/,4/19/2018 0:00:00,IMAGERY/OTHER,2/7/2020 0:00:00,https://www.barnwellcountysc.us/barnwell-department-directory/detention-center/,NOT AVAILABLE,-999,0.004050061161410,{61D4B31A-A79A-4183-ACEC-477297A2A61A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,494.064122556865414,0.004050061161409,0.000000589793757,872,"N.W. Mauthe Co., Inc.",NA,WID083290981,505061,5,Wisconsin,Appleton,Outagamie,NPL Site,44.255549999999999,-88.430000000000007,6/24/1988 0:00:00,3/31/1989,3/27/1997,433,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633693"" target=""_blank"">WID083290981 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0505061"" target=""_blank"">N.W. Mauthe Co., Inc.</a>",<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189631"" target=""_blank"">03/31/1989 (PDF)</a>,NA,NA,NA,No,-9843982.570849999785423,5505074.678960000164807,Active,1.800000000000000,873
45,904,10006860,MADISON COUNTY JAIL ANNEX,100 E. MAIN STREET,JACKSON,TN,38301,-999,(731) 423-6030,COUNTY,OPEN,47,MADISON,47113,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.tn.gov/correction/statistics-and-information/jail-summary-reports.html, http://www.madisoncounty-sheriff.com/PR%204-21-09.htm",3/31/2018 0:00:00,IMAGERY/OTHER,12/6/2019 0:00:00,NOT AVAILABLE,NOT AVAILABLE,64,0.001261196986550,{118BC854-E4F9-44FF-A7EA-210450500087},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,151.370314234964980,0.001261196986546,0.000000089173547,904,Gowanus Canal,50,NYN000206222,206222,2,New York,Brooklyn,Kings,NPL Site,40.681638999999997,-73.987333000000007,4/9/2009 0:00:00,3/4/2010,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/02/363172"" target=""_blank"">NYN000206222 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0206222"" target=""_blank"">Gowanus Canal</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2009-04-09/pdf/E9-7824.pdf"" target=""_blank"">04/09/2009 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2010-03-04/pdf/2010-4325.pdf"" target=""_blank"">03/04/2010 (PDF)</a>,NA,NA,NA,No,-8236232.234710000455379,4965496.292399999685585,Active,1.800000000000000,905
46,908,10002515,ASHLAND COUNTY JAIL,220 6TH ST E,ASHLAND,WI,54806,-999,(715) 682-7050,COUNTY,OPEN,-999,ASHLAND,55003,USA,922140,CORRECTIONAL INSTITUTIONS,https://co.ashland.wi.us/index.asp?SEC=25E6FDC0-C228-4620-A4CE-68D368359F12&Type=B_BASIC,5/8/2018 0:00:00,IMAGERY/OTHER,3/2/2020 0:00:00,https://co.ashland.wi.us/index.asp?SEC=25E6FDC0-C228-4620-A4CE-68D368359F12&Type=B_BASIC,NOT AVAILABLE,-999,0.002297369347680,{C37BDC09-3762-46D8-8ED3-C82F5851509E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,293.535275210764439,0.002297369347677,0.000000256956679,908,New Cassel/Hicksville Ground Water Contamination,50,NY0001095363,203974,2,New York,New Cassel/Hicksville,Nassau,NPL Site,40.752445999999999,-73.559781000000001,3/10/2011 0:00:00,9/16/2011,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/02/363182"" target=""_blank"">NY0001095363 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0203974"" target=""_blank"">New Cassel/Hicksville Ground Water Contamination</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-03-10/pdf/2011-5340.pdf"" target=""_blank"">03/10/2011 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2011-09-16/pdf/2011-23652.pdf"" target=""_blank"">09/16/2011 (PDF)</a>,NA,NA,NA,No,-8188637.363780000247061,4975895.792259999550879,Active,1.800000000000000,909
47,930,10004274,FLOYD COUNTY JAIL,101 SOUTH MAIN STREET,CHARLES CITY,IA,50616,-999,(641) 257-6217,COUNTY,OPEN,-999,FLOYD,19067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.floydcoia.org/361/Jail,2/27/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,https://www.floydcoia.org/361/Jail,NOT AVAILABLE,-999,0.001333382176540,{20678B4F-4DC0-4CA7-9A26-6A0E87DEC82E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,172.985751102273071,0.001333382176537,0.000000107028482,930,Miami County Incinerator,57.84,OHD980611800,504688,5,Ohio,Troy,Miami,NPL Site,40.074168999999998,-84.224169000000003,9/8/1983 0:00:00,9/21/1984,11/13/1996,413,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633646"" target=""_blank"">OHD980611800 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504688"" target=""_blank"">Miami County Incinerator</a>,<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>,NA,NA,NA,No,-9375791.605569999665022,4876726.177310000173748,Active,1.800000000000000,931
48,931,10004306,JEFFERSON COUNTY LAW CENTER,1200 WEST GRIMES AVENUE,FAIRFIELD,IA,52556,-999,(641) 472-4146,COUNTY,OPEN,-999,JEFFERSON,19101,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.jeffersoncountyiowa.com/sheriff.htm,2/15/2016 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://www.jeffersoncountyiowa.com/sheriff.htm,NOT AVAILABLE,-999,0.002227187463400,{D7CB17D8-7246-4D19-BEB2-16B9C5F2A200},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,292.709270519079894,0.002227187463400,0.000000276475760,931,Powell Road Landfill,31.62,OHD000382663,504015,5,Ohio,Dayton,Montgomery,NPL Site,39.833331000000001,-84.159999999999997,9/8/1983 0:00:00,9/21/1984,2/25/2000,680,NA,NA,<a href=""https://semspub.epa.gov/src/document/05/633647"" target=""_blank"">OHD000382663 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0504015"" target=""_blank"">Powell Road Landfill</a>,<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>,NA,NA,NA,No,-9368648.345160000026226,4841751.871439999900758,Active,1.800000000000000,932
49,952,10001856,DUBUQUE RESIDENTIAL FACILITY,1494 ELM ST,DUBUQUE,IA,52001,-999,(563) 556-6196,STATE,OPEN,71,DUBUQUE,19061,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.legis.iowa.gov/docs/publications/FCT/860760.pdf,7/1/2016 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,https://doc.iowa.gov/about-us/about-community-based-corrections/1st-judicial-district,NOT AVAILABLE,80,0.002364747179380,{3D9C4CE1-4DA9-4F4C-8B91-F7558433F7E2},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,297.668041650336988,0.002364747179375,0.000000278305849,952,Donnelsville Contaminated Aquifer,35.06,OHN000510459,510459,5,Ohio,Donnelsville,Clark,NPL Site,39.920558000000000,-83.948728000000003,5/17/2018 0:00:00,9/13/2018,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/197358"" target=""_blank"">OHN000510459 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0510459"" target=""_blank"">Donnelsville Contaminated Aquifer</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10466.pdf"" target=""_blank"">05/17/2018 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-09-13/pdf/2018-19878.pdf"" target=""_blank"">09/13/2018 (PDF)</a>,NA,NA,NA,No,-9345129.653699999675155,4854404.691169999539852,Active,1.800000000000000,953
50,954,10001852,BEJE CLARK RESIDENTIAL CENTER(MASON CITY RES),818 15TH ST SW,MASON CITY,IA,50402,1226,(641) 424-3817,STATE,OPEN,49,CERRO GORDO,19033,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www.legis.iowa.gov/docs/publications/FCT/860760.pdf, https://doc.iowa.gov/about-us/about-community-based-corrections/2nd-judicial-district",7/1/2016 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,https://doc.iowa.gov/about-us/about-community-based-corrections/2nd-judicial-district,NOT AVAILABLE,56,0.001595626698010,{B904F948-2E77-4F79-9F68-004C51DFE51D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,206.441191591693325,0.001595626698005,0.000000102731218,954,Tar Creek (Ottawa County),58.15,OKD980629844,601269,6,Oklahoma,Ottawa County,Ottawa,NPL Site,36.943603000000003,-94.841914000000003,12/30/1982 0:00:00,9/8/1983,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/06/300355"" target=""_blank"">OKD980629844 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0601269"" target=""_blank"">Tar Creek (Ottawa County)</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10557753.572300000116229,4431248.685429999604821,Active,1.800000000000000,955
51,977,10004305,CASS COUNTY JAIL / SHERIFF,5 WEST 7TH STREET,ATLANTIC,IA,50022,-999,(712) 243-6960,COUNTY,OPEN,19,CASS,19029,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.atlanticiowa.com/county/county-departments/sheriffs-office/,2/26/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,http://www.atlanticiowa.com/county/county-departments/sheriffs-office/,NOT AVAILABLE,16,0.002046874882610,{E623B066-56CD-4155-AC8A-75D0B1DDEDE3},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,246.269762032908204,0.002046874882608,0.000000192422959,977,Five Points PCE Plume,50,UTN000802654,802654,8,Utah,Woods Cross,Davis,NPL Site,40.874583000000001,-111.887028000000001,3/7/2007 0:00:00,9/19/2007,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/08/1570667"" target=""_blank"">UTN000802654 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0802654"" target=""_blank"">Five Points PCE Plume</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-03-07/pdf/E7-3903.pdf"" target=""_blank"">03/07/2007 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2007-09-19/pdf/E7-18155.pdf"" target=""_blank"">09/19/2007 (PDF)</a>,NA,NA,NA,No,-12455206.983300000429153,4993860.248019999824464,Active,1.800000000000000,978
52,1028,10002351,BELL CITY JAIL,6326 PINE AVE,BELL,CA,90201,-999,(323) 585-1245,LOCAL,OPEN,-999,LOS ANGELES,06037,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.cityofbell.org/?navid=106,2/15/2016 0:00:00,IMAGERY/OTHER,11/25/2019 0:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.001563939589870,{43010AC3-A8A9-482A-8455-65D969297822},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,188.925544569675367,0.001563939589875,0.000000142613459,1028,Lakewood,42.49,WAD050075662,1000736,10,Washington,Lakewood,Pierce,NPL Site,47.143410000000003,-122.512950000000004,12/30/1982 0:00:00,9/8/1983,9/29/1992,138,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000244"" target=""_blank"">WAD050075662 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1000736"" target=""_blank"">Lakewood</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>,-13638079.209599999710917,5965513.730480000376701,Active,1.800000000000000,1029
53,1039,10002632,HASTINGS CORRECTIONAL CENTER,4201 WEST 2ND ST,HASTINGS,NE,68902,-999,NOT AVAILABLE,STATE,CLOSED,0,ADAMS,31001,USA,922140,CORRECTIONAL INSTITUTIONS,https://siouxcityjournal.com/news/state-and-regional/hastings-prison-to-close/article_7b2601fd-6fd2-5855-a661-1be0ef6213c9.html,1/31/2020 0:00:00,IMAGERY/OTHER,1/31/2020 0:00:00,https://siouxcityjournal.com/news/state-and-regional/hastings-prison-to-close/article_7b2601fd-6fd2-5855-a661-1be0ef6213c9.html,MEDIUM,185,0.010843179075600,{FD92DE64-C707-44FF-993D-400DB4888550},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1456.059039096832521,0.008510043756035,0.000003315758008,1039,Naval Undersea Warfare Station (4 Areas),33.6,WA1170023419,1001102,10,Washington,Keyport,Kitsap,NPL Site,47.694600000000001,-122.622000000000000,6/10/1986 0:00:00,10/4/1989,6/27/2000,692,NA,NA,<a href=""https://semspub.epa.gov/src/document/10/501000162"" target=""_blank"">WA1170023419 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=1001102"" target=""_blank"">Naval Undersea Warfare Station (4 Areas)</a>,<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-13650218.600099999457598,6056196.713349999859929,Active,1.800000000000000,1040
54,1137,10005515,BEAUFORT COUNTY DETENTION CENTER,112 W. 2ND ST,WASHINGTON,NC,27889,-999,(252) 946-7113,COUNTY,OPEN,-999,BEAUFORT,37013,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.beaufortcountysheriff.org/divisions/beaufort-county-detention-center/,4/2/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,http://www.beaufortcountysheriff.org/divisions/beaufort-county-detention-center/,NOT AVAILABLE,85,0.001803925797530,{94E6B4D9-17D4-492D-9BD6-430FBC1C0F4E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,215.356011919643834,0.001803925797526,0.000000161078915,1137,Mill Creek Dump,49.31,PAD980231690,301185,3,Pennsylvania,Erie,Erie,NPL Site,42.093330999999999,-80.152781000000004,9/8/1983 0:00:00,9/21/1984,9/26/2001,788,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900309"" target=""_blank"">PAD980231690 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0301185"" target=""_blank"">Mill Creek Dump</a>,<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>,NA,NA,NA,No,-8922566.766580000519753,5174970.244060000404716,Active,1.800000000000000,1138
55,1163,10002631,ROCKINGHAM COUNTY JAIL / HOUSE OF CORRECTIONS,99 NORTH RD,BRENTWOOD,NH,03833,-999,(603) 679-2244,COUNTY,OPEN,222,ROCKINGHAM,33015,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.rockinghamcountynh.org/about/documents/annual_reports/#wpfb-cat-4, http://www.fosters.com/apps/pbcs.dll/article?AID=/20121230/GJNEWS_01/121239943/-1/FOSNEWS",2/15/2016 0:00:00,IMAGERY/OTHER,2/3/2020 0:00:00,http://www.rockinghamcountynh.org/departments/corrections/,MAXIMUM,387,0.005932557675710,{025CC876-669F-4B94-84A8-5F43DFF07AD7},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,748.987983761022974,0.005932557675709,0.000001130348450,1163,"CryoChem, Inc.",28.58,PAD002360444,300602,3,Pennsylvania,Worman,Berks,NPL Site,40.317219000000001,-75.691669000000005,6/10/1986 0:00:00,10/4/1989,9/22/1998,545,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900351"" target=""_blank"">PAD002360444 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300602"" target=""_blank"">CryoChem, Inc.</a>",<a href=""https://semspub.epa.gov/src/document/11/189644"" target=""_blank"">06/10/1986 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-8425958.050370000302792,4912147.326829999685287,Active,1.800000000000000,1164
56,1174,10001785,CABARRUS COUNTY JAIL,30 CORBAN AVE SE,CONCORD,NC,28025,-999,(704) 920-3058,COUNTY,OPEN,309,CABARRUS,37025,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.cabarruscounty.us/departments/detention-center,4/2/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.cabarruscounty.us/departments/detention-center,NOT AVAILABLE,665,0.006841841304540,{23821FCB-08F4-4300-BC1C-08513A8B2F64},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,831.093524165034637,0.004952111090792,0.000000668422580,1174,Westinghouse Electric Corp. (Sharon Plant),41.33,PAD005000575,300811,3,Pennsylvania,Sharon,Mercer,NPL Site,41.243400000000001,-80.505799999999994,6/24/1988 0:00:00,8/30/1990,12/22/2005,970,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900176"" target=""_blank"">PAD005000575 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300811"" target=""_blank"">Westinghouse Electric Corp. (Sharon Plant)</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-8961864.661909999325871,5048309.669639999978244,Active,1.800000000000000,1175
57,1199,10005499,GRANVILLE COUNTY DETENTION CENTER,143 WILLIAMSBORO STREET,OXFORD,NC,27565,-999,(919) 693-3717,COUNTY,OPEN,-999,GRANVILLE,37077,USA,922140,CORRECTIONAL INSTITUTIONS,https://ncjaa.org/contento/uploads/2014/02/NCJAA-Directory-and-Resource-Guide-2017-5.pdf,4/2/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.granvillecounty.org/residents/sheriff/detention/,NOT AVAILABLE,87,0.002998191263480,{536A6B58-EBA3-4153-B7EE-3CC576ADF87E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,366.990100896514321,0.002998191263482,0.000000317729258,1199,Carrier Air Conditioning Co.,48.91,TND044062222,403684,4,Tennessee,Collierville,Shelby,NPL Site,35.043331000000002,-89.690410999999997,6/24/1988 0:00:00,2/21/1990,10/31/1995,352,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121298"" target=""_blank"">TND044062222 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0403684"" target=""_blank"">Carrier Air Conditioning Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>,NA,NA,NA,No,-9984290.881559999659657,4169771.214110000059009,Active,1.800000000000000,1200
58,1212,10004175,IREDELL COUNTY DETENTION CENTER,221 E WATER ST,STATESVILLE,NC,28687,-999,(704) 878-3131,COUNTY,OPEN,-999,IREDELL,37097,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.iredellsheriff.com/588/Jail,4/2/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,http://www.iredellsheriff.com/588/Jail,MAXIMUM,277,0.004204213999070,{C8BDA7F0-8C7D-4147-A0A8-58A7BF14E52C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,521.735454031782069,0.004204213999069,0.000000708144803,1212,"French, Ltd.",63.33,TXD980514814,602498,6,Texas,Crosby,Harris,NPL Site,29.879600000000000,-95.073899999999995,12/30/1982 0:00:00,9/8/1983,9/26/1994,267,NA,NA,<a href=""https://semspub.epa.gov/src/document/06/300362"" target=""_blank"">TXD980514814 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0602498"" target=""_blank"">French, Ltd.</a>",<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-10583578.135700000450015,3488082.915320000145584,Active,1.800000000000000,1213
59,1263,10006819,ROWAN COUNTY DETENTION ANNEX,400 GRACE CHURCH ROAD,SALISBURY,NC,28145,-999,(704) 216-7900,COUNTY,OPEN,-999,ROWAN,37159,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.rowancountync.gov/684/Detention-Annex,4/3/2018 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,https://www.rowancountync.gov/684/Detention-Annex,MEDIUM,160,0.003698183997300,{387CF7B5-EC3C-463A-9C26-9B672FB72B6C},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,455.379937348875899,0.003698183997302,0.000000665771908,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,1298,10003989,ESSEX COUNTY CORRECTIONAL FACILITY,354 DOREMUS AVE,NEWARK,NJ,07105,-999,(973) 274-7500,COUNTY,OPEN,1638,ESSEX,34013,USA,922140,CORRECTIONAL INSTITUTIONS,https://essexcountynj.org/corrections/,4/6/2018 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://www.ice.gov/detention-facility/essex-county-correctional-facility,NOT AVAILABLE,2434,0.011333968581700,{FD9BFFCC-4508-4F04-A534-D6F4F2355CD6},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1446.989502993566248,0.011333968581691,0.000006869613342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,1336,10004072,BAYOU DORCHEAT CORRECTIONAL CENTER,1455 BRAVO BLVD,MINDEN,LA,71055,-999,(318) 371-3554,COUNTY,OPEN,407,WEBSTER,22119,USA,922140,CORRECTIONAL INSTITUTIONS,https://doc.louisiana.gov/location/webster-bayou-dorcheat-correctional-center-transitional-work-program/,9/29/2017 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,https://doc.louisiana.gov/location/webster-bayou-dorcheat-correctional-center-transitional-work-program/,NOT AVAILABLE,444,0.006388279575720,{49C674CB-9EC2-4D84-B8D2-D964EE093120},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,745.784227623957577,0.004652217864555,0.000000858388644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,1362,10004037,ORDNANCE ROAD CORRECTIONAL CENTER,600 E ORDNANCE RD,GLEN BURNIE,MD,21060,-999,(410) 222-6350,COUNTY,OPEN,305,ANNE ARUNDEL,24003,USA,922140,CORRECTIONAL INSTITUTIONS,http://dlslibrary.state.md.us/publications/JCR/2016/2016_309.pdf,8/30/2016 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,https://www.aacounty.org/locations-and-directions/ordnance-road-correctional-center,MEDIUM,540,0.009439864097830,{5C441C58-CDEE-4196-933D-96D8B9482D47},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1228.229101420670304,0.009439864097829,0.000004558554800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63,1369,10001086,POLK COUNTY INTERIM JAIL,2 SW 9TH ST,DES MOINES,IA,50309,-999,NOT AVAILABLE,COUNTY,CLOSED,0,POLK,19153,USA,922140,CORRECTIONAL INSTITUTIONS,https://businessrecord.com/PrintArticle.aspx?aid=44263&uid=6f269a1d-6185-45b0-8ea0-cb2cf127a8f8,2/28/2018 0:00:00,IMAGERY/OTHER,12/11/2019 0:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.003599848165330,{1CD34F56-9466-43F5-B7F8-95D72762AF69},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,447.580079839201346,0.003599848165325,0.000000695406398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
