OBJECTID,FID_1,FACILITYID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,SECURELVL,CAPACITY,SHAPE_Leng,GlobalID,CreationDa,Creator,EditDate,Editor,SHAPE_Le_1,Shape_Length,Shape_Area,FID,Site_Name,Site_Score,Site_EPA_I,SEMS_ID,Region_ID,State_1,City_1,County_1,Status_1,Latitude,Longitude,Proposed_D,Listing_Da,Constructi,Construc_1,NOID_Date,Deletion_D,Site_Listi,Site_Progr,Proposed_F,Listing_FR,NOID_FR_No,Deletion_F,Restoratio,Site_has_h,x,y,Status_2,BUFF_DIST,ORIG_FID
156,1533,10001555,VOLUNTEERS OF AMERICA-CHESAPEAKE RESIDENTIAL RE-ENTRY CENTER,5000 EAST MONUMENT ST,BALTIMORE,MD,21205,-999,(410) 276-5880,STATE,OPEN,-999,BALTIMORE (CITY),24510,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.voachesapeake.org/rrc,12/5/2017 0:00:00,IMAGERY/OTHER,12/16/2019 0:00:00,https://www.voachesapeake.org/,MINIMUM,148,0.002825970455840,{5196AE9D-C10F-4371-A9A8-4683CA37DD89},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,360.134202650832492,0.002825970455845,0.000000498524441,156,Halby Chemical Co.,30.9,DED980830954,300125,3,Delaware,New Castle,New Castle,NPL Site,39.718611000000003,-75.537218999999993,9/18/1985 0:00:00,6/10/1986,4/22/2002,812,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900271"" target=""_blank"">DED980830954 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300125"" target=""_blank"">Halby Chemical Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189628"" target=""_blank"">06/10/1986 (PDF)</a>,NA,NA,NA,No,-8408764.755020000040531,4825135.456949999555945,Active,3.000000000000000,157
157,1573,10002486,PIERCE COUNTY NEW JAIL,701 NOLLMEYER LANE,TACOMA,WA,98402,-999,(253) 798-4590,COUNTY,OPEN,516,PIERCE,53053,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.piercecountywa.org/1932/Jail,5/8/2018 0:00:00,IMAGERY/OTHER,2/26/2020 0:00:00,https://www.piercecountywa.org/1932/Jail,MEDIUM,700,0.003412341798450,{581094CC-0D86-45A9-81A4-2D45C285F45D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,463.849446750657933,0.003412341798446,0.000000721419629,157,"Standard Chlorine of Delaware, Inc.",35.42,DED041212473,300058,3,Delaware,Delaware City,New Castle,NPL Site,39.599581000000001,-75.635830999999996,9/18/1985 0:00:00,7/22/1987,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900272"" target=""_blank"">DED041212473 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300058"" target=""_blank"">Standard Chlorine of Delaware, Inc.</a>",<a href=""https://semspub.epa.gov/src/document/11/189643"" target=""_blank"">09/18/1985 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189629"" target=""_blank"">07/22/1987 (PDF)</a>,NA,NA,NA,No,-8419742.192649999633431,4807923.958569999784231,Active,3.000000000000000,158
158,1578,10000221,MONTGOMERY COUNTY JUVENILE DETENTION CENTER,200 ACADEMY DR,CONROE,TX,77301,-999,(936) 538-7755,COUNTY,OPEN,88,MONTGOMERY,48339,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.mctx.org/departments/departments_g_-_j/juvenile_justice_center/detention.php,5/1/2018 0:00:00,IMAGERY/OTHER,2/27/2020 0:00:00,http://www.mctx.org/departments/departments_g_-_j/juvenile_justice_center/index.php,JUVENILE,85,0.003631325387290,{B35E5085-AB14-4564-885A-362C73F4F906},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,420.580484924630582,0.003631325387291,0.000000583055905,158,Dover Gas Light Co.,35.57,DED980693550,300095,3,Delaware,Dover,Kent,NPL Site,39.155799999999999,-75.527699999999996,1/22/1987 0:00:00,10/4/1989,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900274"" target=""_blank"">DED980693550 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300095"" target=""_blank"">Dover Gas Light Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-8407705.104790000244975,4744013.220320000313222,Active,3.000000000000000,159
159,1594,10002264,CRAWFORD COUNTY CORRECTIONAL FACILITY,2100 INDEPENDENCE DR,SAEGERTOWN,PA,16433,5040,(814) 763-1190,COUNTY,OPEN,286,CRAWFORD,42039,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/Inspection-Schedule,-Statistics-And-General-Info.aspx, http://www.cor.pa.gov/Facilities/CountyPrisons/Pages/County-Prison-Contact-Info.aspx",4/17/2018 0:00:00,IMAGERY/OTHER,1/29/2020 0:00:00,https://www.crawfordcountypa.net/CCCF/pages/home.aspx,NOT AVAILABLE,282,0.005668431548370,{D6F1CC09-8F7A-4EF9-8DF9-C67F6FECF408},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,711.800186610787478,0.005668431548367,0.000000853813252,159,"E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)",51.91,DED980555122,300093,3,Delaware,Newport,New Castle,NPL Site,39.708331000000001,-75.609168999999994,1/22/1987 0:00:00,2/21/1990,9/19/2002,827,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900275"" target=""_blank"">DED980555122 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300093"" target=""_blank"">E.I. du Pont de Nemours & Co., Inc. (Newport Pigment Plant Landfill)</a>",<a href=""https://semspub.epa.gov/src/document/11/189645"" target=""_blank"">01/22/1987 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189635"" target=""_blank"">02/21/1990 (PDF)</a>,NA,NA,NA,No,-8416774.192379999905825,4823647.819210000336170,Active,3.000000000000000,160
160,1613,10001012,SALT LAKE COUNTY OXBOW JAIL,3418 S 1100 W,SALT LAKE CITY,UT,84119,-999,(385) 468-8400,COUNTY,OPEN,160,SALT LAKE,49035,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.slsheriff.org/page_metro_about.php,5/3/2018 0:00:00,IMAGERY/OTHER,2/20/2020 0:00:00,http://www.slsheriff.org/page_metro_about.php,MINIMUM,-999,0.005396750060850,{76816EFB-8A56-4C8B-9136-88CFAA69DF1B},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,677.618604806970325,0.004305399685325,0.000000616008391,160,"Koppers Co., Inc. (Newport Plant)",33.56,DED980552244,300092,3,Delaware,Newport,New Castle,NPL Site,39.704718999999997,-75.624168999999995,10/26/1989 0:00:00,8/30/1990,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900189"" target=""_blank"">DED980552244 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300092"" target=""_blank"">Koppers Co., Inc. (Newport Plant)</a>",<a href=""https://semspub.epa.gov/src/document/11/189651"" target=""_blank"">10/26/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-8418443.984740000218153,4823125.172659999690950,Active,3.000000000000000,161
161,1620,10000740,PA PRISONS TRAINING ACADEMY/HOLMESBURG PRISON,8215 TORRESDALE AVE,PHILADELPHIA,PA,19136,-999,NOT AVAILABLE,COUNTY,CLOSED,0,PHILADELPHIA,42101,USA,922140,CORRECTIONAL INSTITUTIONS,https://maps.roadtrippers.com/us/philadelphia-pa/points-of-interest/holmesburg-prison,6/5/2020 0:00:00,IMAGERY/OTHER,1/30/2020 0:00:00,NOT AVAILABLE,NOT AVAILABLE,1200,0.011328370007100,{E3A7D732-74B0-40EB-BAA4-C35C968D03BB},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1416.195539683560128,0.011328370007051,0.000007733268672,161,Dover Air Force Base,35.89,DE8570024010,300191,3,Delaware,Dover,Kent,NPL Site,39.127780999999999,-75.466668999999996,7/22/1987 0:00:00,3/13/1989,9/27/2006,987,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900250"" target=""_blank"">DE8570024010 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300191"" target=""_blank"">Dover Air Force Base</a>,<a href=""https://semspub.epa.gov/src/document/11/189646"" target=""_blank"">07/22/1987 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189630"" target=""_blank"">03/13/1989 (PDF)</a>,NA,NA,NA,No,-8400911.164939999580383,4739991.667460000142455,Active,3.000000000000000,162
162,1625,10000025,LAKIN CORRECTIONAL CENTER,11264 OHIO RIVER ROAD,WEST COLUMBIA,WV,25287,-999,(304) 674-2440,STATE,OPEN,452,MASON,54053,USA,922140,CORRECTIONAL INSTITUTIONS,http://wvde.state.wv.us/odtp/Schools/LakinCorrectionalCenter.htm,3/3/2020 0:00:00,IMAGERY/OTHER,3/3/2020 0:00:00,http://wvde.state.wv.us/odtp/Schools/LakinCorrectionalCenter.htm,MAXIMUM,543,0.017219475417000,{69467B4B-0A7A-4776-8852-5B74D2FFAE87},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,2155.025510323857361,0.017219475417043,0.000008676316263,162,"Chem-Solv, Inc.",37.93,DED980714141,300124,3,Delaware,Cheswold,Kent,NPL Site,39.221600000000002,-75.576400000000007,6/24/1988 0:00:00,8/30/1990,6/30/1998,516,NA,NA,<a href=""https://semspub.epa.gov/src/document/03/900251"" target=""_blank"">DED980714141 (PDF)</a>,"<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0300124"" target=""_blank"">Chem-Solv, Inc.</a>",<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-8413126.363989999517798,4753463.762480000033975,Active,3.000000000000000,163
163,1627,10002230,PUEBLO YOUTH SERVICES CENTER,1406 WEST 17TH STREET,PUEBLO,CO,81003,-999,(719) 546-4915,STATE,OPEN,16,PUEBLO,08101,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.colorado.gov/pacific/cdhs/publications-reports,10/27/2017 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,https://www.colorado.gov/pacific/cdhs/youth-corrections-residential-facilities,JUVENILE,27,0.003230100096260,{FFC139D0-79E2-4836-9727-2656B16BB826},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,404.821360681285057,0.003230100096257,0.000000564624559,163,Newark South Ground Water Plume,50,DEN000306877,306877,3,Delaware,Newark,New Castle,NPL Site,39.653888999999999,-75.734999999999999,8/3/2017 0:00:00,1/18/2018,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/197091"" target=""_blank"">DEN000306877 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0306877"" target=""_blank"">Newark South Ground Water Plume</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2017-08-03/pdf/2017-16171.pdf"" target=""_blank"">08/03/2017 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00619.pdf"" target=""_blank"">01/18/2018 (PDF)</a>,NA,NA,NA,No,-8430781.635229999199510,4815773.109430000185966,Active,3.000000000000000,164
164,1641,10002253,WINNEBAGO COUNTY JAIL,650 WEST STATE STREET,ROCKFORD,IL,61102,-999,(815) 319-6600,COUNTY,OPEN,803,WINNEBAGO,17201,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.winnebagosheriff.com/index.php?option=com_content&view=article&id=131&Itemid=150,3/5/2018 0:00:00,IMAGERY/OTHER,11/18/2019 0:00:00,http://winnebagosheriff.com/index.php?option=com_content&view=article&id=87&Itemid=121,NOT AVAILABLE,1324,0.005347565636870,{C84B3610-FA54-4C89-9DD3-299236C0F418},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,664.921290541789858,0.005347565636867,0.000001555766710,164,Hockessin Groundwater,50,DEN000303920,303920,3,Delaware,Hockessin,New Castle,NPL Site,39.787520000000001,-75.696512999999996,1/18/2018 0:00:00,5/17/2018,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/197207"" target=""_blank"">DEN000303920 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0303920"" target=""_blank"">Hockessin Groundwater</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-01-18/pdf/2018-00623.pdf"" target=""_blank"">01/18/2018 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2018-05-17/pdf/2018-10464.pdf"" target=""_blank"">05/17/2018 (PDF)</a>,NA,NA,NA,No,-8426497.281989999115467,4835113.136280000209808,Active,3.000000000000000,165
165,1646,10001448,BRIDGES OF SANTA FE,2901 NE 39TH AVE,GAINESVILLE,FL,32602,1202,(352) 240-0850,STATE,OPEN,150,ALACHUA,12001,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.dc.state.fl.us/pub/pop/, http://www.bridgesofamerica.com/facilities/",10/31/2017 0:00:00,IMAGERY/OTHER,12/12/2019 0:00:00,http://www.bridgesofamerica.com/facilities/,MINIMUM,156,0.004291049475250,{E94B809F-23E2-417A-9301-D479812D51D3},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,511.928028727756782,0.004291049475254,0.000001250314524,165,Blades Groundwater,50,DEN000304203,304203,3,Delaware,Blades,Sussex,NPL Site,38.631644000000001,-75.610467000000000,11/8/2019 0:00:00,9/3/2020,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/11/400004"" target=""_blank"">DEN000304203 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0304203"" target=""_blank"">Blades Groundwater</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2019-11-08/pdf/2019-24154.pdf"" target=""_blank"">11/08/2019 (PDF)</a>,<a href=""http://www.gpo.gov/fdsys/pkg/FR-2020-09-03/pdf/2020-19172.pdf"" target=""_blank"">09/03/2020 (PDF)</a>,NA,NA,NA,No,-8416918.685079999268055,4669044.247709999792278,Active,3.000000000000000,166
166,1675,10001332,WASHINGTON COUNTY JAIL,15015 62ND STREET NORTH,STILLWATER,MN,55082,-999,(651) 430-7900,COUNTY,OPEN,194,WASHINGTON,27163,USA,922140,CORRECTIONAL INSTITUTIONS,https://mn.gov/doc/data-publications/performance-report/,3/23/2018 0:00:00,IMAGERY/OTHER,1/2/2020 0:00:00,https://www.co.washington.mn.us/943/Jail-Info,NOT AVAILABLE,228,0.003986064445580,{C1756997-E8E7-498B-A249-80106D297675},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,511.108947521565710,0.000342848458657,0.000000002594733,166,American Creosote Works (Pensacola Plant),58.41,FLD008161994,400572,4,Florida,Pensacola,Escambia,NPL Site,30.404719000000000,-87.236660999999998,12/30/1982 0:00:00,9/8/1983,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121414"" target=""_blank"">FLD008161994 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400572"" target=""_blank"">American Creosote Works (Pensacola Plant)</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-9711140.681029999628663,3555679.501720000058413,Active,3.000000000000000,167
167,1677,10004012,RIVERFRONT STATE PRISON,P.O. BOX 9104,CAMDEN,NJ,08101,-999,NOT AVAILABLE,STATE,CLOSED,0,CAMDEN,34007,USA,922140,CORRECTIONAL INSTITUTIONS,"http://www.state.nj.us/corrections/cia/rfsp.html, http://www.nj.com/news/index.ssf/2009/10/sale_of_riverfront_state_priso.html, http://en.wikipedia.org/wiki/Camden,_New_Jersey",10/30/2009 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://www.state.nj.us/corrections/pages/index.shtml,NOT AVAILABLE,-999,0.009192048299200,{2FAEFE9F-2A2C-4307-9502-D7AA25D1CFE5},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1161.933357527206908,0.009192048299199,0.000004139378089,167,Pickettville Road Landfill,42.94,FLD980556351,400859,4,Florida,Jacksonville,Duval,NPL Site,30.368611000000001,-81.738889000000000,12/30/1982 0:00:00,9/8/1983,9/24/2008,1046,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121426"" target=""_blank"">FLD980556351 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400859"" target=""_blank"">Pickettville Road Landfill</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-9099131.501490000635386,3551019.893689999822527,Active,3.000000000000000,168
168,1683,10001774,HAYWOOD CORRECTIONAL CENTER,141 HEMLOCK ST,WAYNESVILLE,NC,28786,-999,NOT AVAILABLE,STATE,CLOSED,0,HAYWOOD,37087,USA,922140,CORRECTIONAL INSTITUTIONS,"https://www2.ncdps.gov/Index2.cfm?a=000003,002240,002324",11/13/2015 0:00:00,IMAGERY/OTHER,2/13/2020 0:00:00,"https://www.ncdps.gov/Index2.cfm?a=000003,002240,002324",MINIMUM,128,0.003442231979800,{971D0F6D-68CB-42EF-827A-43F60C2CC59E},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,420.051992956740435,0.003442231979800,0.000000722747042,168,Sapp Battery Salvage,47.7,FLD980602882,400902,4,Florida,Cottondale,Jackson,NPL Site,30.728331000000001,-85.392499999999998,12/30/1982 0:00:00,9/8/1983,9/19/2012,1133,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121429"" target=""_blank"">FLD980602882 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400902"" target=""_blank"">Sapp Battery Salvage</a>,<a href=""https://semspub.epa.gov/src/document/11/189619"" target=""_blank"">12/30/1982 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189620"" target=""_blank"">09/08/1983 (PDF)</a>,NA,NA,NA,No,-9505849.617559999227524,3597517.783530000131577,Active,3.000000000000000,169
169,1688,10005828,GLOUCESTER COUNTY JUVENILE DETENTION FACILITY,212 COUNTY HOUSE RD,CLARKSBORO,NJ,08020,-999,NOT AVAILABLE,COUNTY,CLOSED,0,GLOUCESTER,34015,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.nj.com/south/2009/01/gloucester_county_to_house_juv.html,2/15/2016 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,NOT AVAILABLE,JUVENILE,-999,0.003155401719980,{A0196FA6-FFBD-498B-BF70-EA6CA079EA4D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,393.825793169499718,0.003155401719984,0.000000508815050,169,Cabot/Koppers,36.69,FLD980709356,400903,4,Florida,Gainesville,Alachua,NPL Site,29.675000000000001,-82.323060999999996,9/8/1983 0:00:00,9/21/1984,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121438"" target=""_blank"">FLD980709356 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400903"" target=""_blank"">Cabot/Koppers</a>,<a href=""https://semspub.epa.gov/src/document/11/189640"" target=""_blank"">09/08/1983 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189627"" target=""_blank"">09/21/1984 (PDF)</a>,NA,NA,NA,No,-9164161.231060000136495,3461842.157699999865144,Active,3.000000000000000,170
170,1703,10002297,HUDSON COUNTY CORRECTIONAL CENTER,30 HACKENSACK AVE,KEARNY,NJ,07032,-999,(201) 395-5600,COUNTY,OPEN,2650,HUDSON,34017,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.hudsoncountynj.org/visiting-the-hudson-county-correctional-center/,2/15/2016 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,http://www.hudsoncountynj.org/visiting-the-hudson-county-correctional-center/,NOT AVAILABLE,2080,0.011372815145100,{DF9ACDCD-6793-4370-91EB-511C69DB14AD},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,1418.466348176493057,0.011372815145083,0.000004247426790,170,Madison County Sanitary Landfill,37.93,FLD981019235,404199,4,Florida,Madison,Madison,NPL Site,30.501111000000002,-83.393749999999997,6/24/1988 0:00:00,8/30/1990,2/4/1997,421,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121309"" target=""_blank"">FLD981019235 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404199"" target=""_blank"">Madison County Sanitary Landfill</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189637"" target=""_blank"">08/30/1990 (PDF)</a>,NA,NA,NA,No,-9283349.785339999943972,3568126.994090000167489,Active,3.000000000000000,171
171,1708,10001285,PASADENA CITY JAIL,1202 DAVIS ST,PASADENA,TX,77506,-999,(713) 475-7870,LOCAL,OPEN,-999,HARRIS,48201,USA,922140,CORRECTIONAL INSTITUTIONS,https://www.pasadenatx.gov/directory.aspx?did=47,3/1/2016 0:00:00,UNVERIFIED,2/27/2020 0:00:00,NOT AVAILABLE,NOT AVAILABLE,-999,0.003189347919920,{CB68E1CF-E39F-4E3C-B498-4DD4EA82EE4A},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,384.968852853825524,0.003189347919916,0.000000618951705,171,Agrico Chemical Co.,44.98,FLD980221857,400818,4,Florida,Pensacola,Escambia,NPL Site,30.451200000000000,-87.225600000000000,6/24/1988 0:00:00,10/4/1989,9/23/1999,637,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121313"" target=""_blank"">FLD980221857 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0400818"" target=""_blank"">Agrico Chemical Co.</a>,<a href=""https://semspub.epa.gov/src/document/11/189648"" target=""_blank"">06/24/1988 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189633"" target=""_blank"">10/04/1989 (PDF)</a>,NA,NA,NA,No,-9709909.376140000298619,3561680.245930000208318,Active,3.000000000000000,172
172,1714,10002306,CAMDEN COUNTY CORRECTIONAL FACILITY,330 FEDERAL ST,CAMDEN,NJ,08101,-999,(856) 580-6017,COUNTY,OPEN,1735,CAMDEN,34007,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.camdendoc.com/,4/6/2018 0:00:00,IMAGERY/OTHER,2/4/2020 0:00:00,https://www.camdendoc.com/home.html,NOT AVAILABLE,1273,0.004400667542710,{99CDF6A2-E296-4E77-82E7-CE5B4016C35D},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,577.433654643120121,0.004400667542707,0.000000898812484,172,Jacksonville Naval Air Station,32.08,FL6170024412,401214,4,Florida,Jacksonville,Duval,NPL Site,30.221109999999999,-81.682777000000002,7/14/1989 0:00:00,11/21/1989,NA,NA,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121334"" target=""_blank"">FL6170024412 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0401214"" target=""_blank"">Jacksonville Naval Air Station</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>,NA,NA,NA,No,-9092885.142219999805093,3532003.252630000002682,Active,3.000000000000000,173
173,1720,10001365,IONIA COUNTY JAIL,133 ADAMS ST,IONIA,MI,48846,-999,(616) 527-5390,COUNTY,OPEN,-999,IONIA,26067,USA,922140,CORRECTIONAL INSTITUTIONS,http://www.michigan.gov/documents/corrections/JPIS_-_CY_2010_344047_7.pdf,2/15/2016 0:00:00,IMAGERY/OTHER,12/20/2019 0:00:00,https://ioniacounty.org/public-safety/sheriff/correctional-center/,NOT AVAILABLE,132,0.003383136532150,{E91C1A46-38EF-4D4D-A8D4-A0F8A2125446},1/7/2022 0:00:00,HostedByHIFLD,1/7/2022 0:00:00,HostedByHIFLD,413.532308273548495,0.003383136532148,0.000000437079355,173,Cecil Field Naval Air Station,31.99,FL5170022474,404743,4,Florida,Jacksonville,Duval,NPL Site,30.238610000000001,-81.902777000000000,7/14/1989 0:00:00,11/21/1989,8/26/2009,1068,NA,NA,<a href=""https://semspub.epa.gov/src/document/04/11121336"" target=""_blank"">FL5170022474 (PDF)</a>,<a href=""https://cumulis.epa.gov/supercpad/cursites/csitinfo.cfm?id=0404743"" target=""_blank"">Cecil Field Naval Air Station</a>,<a href=""https://semspub.epa.gov/src/document/11/189650"" target=""_blank"">07/14/1989 (PDF)</a>,<a href=""https://semspub.epa.gov/src/document/11/189634"" target=""_blank"">11/21/1989 (PDF)</a>,NA,NA,NA,<a href=""https://www.epa.gov/superfund/partially-deleted-national-priorities-list-npl-sites-site-name"" target=""_blank"">Yes</a>,-9117375.430199999362230,3534257.955000000074506,Active,3.000000000000000,174
